codecommuneetablissement;ambulance;analyse_medicale;autre;autre_specialiste;chirurgien;dentiste;generaliste;hopital;infirmiers;organe;radiologiste;reeducateur_podologue
10426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
10427;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
10435;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10437;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
10441;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
10442;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10444;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
11003;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
11004;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0
11005;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;3.0
11006;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0
11008;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11009;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;0.0;0.0;0.0
11010;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0
11012;0.0;0.0;4.0;0.0;0.0;0.0;5.0;0.0;2.0;0.0;0.0;3.0
11013;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
11014;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0
11015;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11018;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0
11021;1.0;0.0;1.0;0.0;0.0;2.0;5.0;0.0;5.0;0.0;0.0;3.0
11022;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;1.0
11023;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;6.0;0.0;0.0;2.0
11024;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
11027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11028;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;7.0;0.0;0.0;0.0
11029;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11033;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;5.0;0.0;0.0;2.0
11034;1.0;0.0;2.0;0.0;0.0;1.0;4.0;0.0;14.0;0.0;0.0;4.0
11036;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11037;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11040;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;6.0;0.0;0.0;2.0
11041;1.0;0.0;1.0;0.0;0.0;3.0;4.0;0.0;7.0;0.0;0.0;4.0
11043;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
11045;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
11049;2.0;0.0;2.0;0.0;0.0;7.0;7.0;0.0;12.0;0.0;0.0;9.0
11053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
11055;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11061;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11064;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11067;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0;14.0;0.0;0.0;9.0
11068;0.0;0.0;1.0;0.0;0.0;4.0;3.0;1.0;5.0;0.0;0.0;3.0
11069;4.0;11.0;78.0;91.0;15.0;59.0;83.0;12.0;167.0;2.0;28.0;130.0
11070;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
11073;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
11076;5.0;6.0;12.0;10.0;1.0;18.0;14.0;5.0;35.0;0.0;1.0;44.0
11077;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11080;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11081;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;6.0;0.0;0.0;5.0
11083;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11084;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0
11085;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11088;0.0;0.0;4.0;0.0;0.0;2.0;6.0;0.0;4.0;0.0;0.0;7.0
11089;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11090;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
11091;1.0;0.0;2.0;0.0;0.0;0.0;2.0;1.0;5.0;0.0;0.0;6.0
11095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0
11099;0.0;0.0;4.0;1.0;0.0;2.0;6.0;1.0;9.0;0.0;0.0;7.0
11102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11103;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;11.0;0.0;0.0;6.0
11105;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11106;1.0;0.0;6.0;0.0;0.0;3.0;6.0;0.0;15.0;0.0;0.0;15.0
11109;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11111;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11115;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;5.0;0.0;0.0;1.0
11116;1.0;0.0;3.0;1.0;0.0;4.0;2.0;0.0;13.0;0.0;0.0;3.0
11122;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;2.0
11124;1.0;0.0;0.0;0.0;0.0;1.0;6.0;2.0;5.0;0.0;0.0;5.0
11125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11128;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11129;0.0;0.0;8.0;0.0;0.0;2.0;8.0;0.0;12.0;0.0;0.0;5.0
11130;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
11131;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11132;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;6.0;0.0;0.0;5.0
11133;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11136;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0
11137;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11138;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11140;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0
11142;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11144;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0
11145;1.0;0.0;1.0;1.0;0.0;0.0;4.0;0.0;18.0;0.0;0.0;9.0
11146;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
11150;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;1.0
11152;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11158;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11162;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11164;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;7.0;0.0;0.0;3.0
11170;0.0;0.0;6.0;2.0;0.0;5.0;16.0;0.0;21.0;0.0;0.0;20.0
11172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0
11178;0.0;0.0;2.0;0.0;0.0;3.0;4.0;0.0;4.0;0.0;0.0;0.0
11181;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11183;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11185;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;5.0;0.0;0.0;1.0
11188;0.0;0.0;1.0;0.0;0.0;2.0;2.0;1.0;4.0;0.0;0.0;3.0
11189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11190;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;5.0;0.0;0.0;7.0
11191;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
11192;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
11197;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11198;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0
11199;0.0;0.0;2.0;0.0;0.0;2.0;2.0;0.0;2.0;0.0;0.0;2.0
11200;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11201;0.0;0.0;2.0;0.0;0.0;0.0;5.0;0.0;7.0;0.0;0.0;4.0
11202;0.0;0.0;15.0;3.0;0.0;3.0;12.0;0.0;21.0;0.0;1.0;18.0
11203;2.0;1.0;8.0;10.0;0.0;12.0;15.0;4.0;33.0;0.0;6.0;32.0
11206;2.0;2.0;18.0;11.0;1.0;19.0;24.0;15.0;50.0;0.0;4.0;35.0
11209;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
11210;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;1.0
11211;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11212;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11214;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
11215;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
11216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11217;0.0;0.0;0.0;0.0;0.0;3.0;5.0;0.0;6.0;0.0;0.0;0.0
11220;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;0.0;0.0
11221;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
11225;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11233;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;3.0
11241;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11243;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
11247;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11248;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11249;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11251;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11252;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
11253;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;2.0
11254;0.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;9.0;0.0;0.0;2.0
11255;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;3.0
11256;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11258;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;12.0;0.0;0.0;2.0
11259;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11261;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
11262;6.0;15.0;95.0;94.0;16.0;68.0;111.0;9.0;207.0;1.0;36.0;212.0
11264;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;2.0
11266;1.0;1.0;9.0;5.0;0.0;5.0;4.0;0.0;15.0;0.0;0.0;17.0
11267;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;3.0
11268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0
11269;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;9.0;0.0;0.0;7.0
11270;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
11272;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;5.0;0.0;0.0;1.0
11273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
11276;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11279;0.0;0.0;1.0;0.0;0.0;2.0;3.0;0.0;7.0;0.0;0.0;5.0
11280;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;8.0;0.0;0.0;2.0
11281;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
11284;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11285;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;7.0;0.0;2.0;6.0
11286;0.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;3.0;0.0;0.0;2.0
11287;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11288;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;7.0;0.0;0.0;7.0
11292;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
11293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11295;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;7.0;0.0;0.0;2.0
11296;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11297;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11301;0.0;0.0;3.0;0.0;0.0;3.0;1.0;0.0;4.0;0.0;0.0;3.0
11304;1.0;1.0;2.0;0.0;0.0;3.0;5.0;0.0;14.0;0.0;0.0;13.0
11306;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11310;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0
11311;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11314;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11315;1.0;0.0;3.0;0.0;0.0;2.0;4.0;0.0;7.0;0.0;0.0;8.0
11317;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11320;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
11322;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
11324;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
11325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11327;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11330;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11332;0.0;0.0;2.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;0.0;1.0
11336;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
11339;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11344;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;2.0
11351;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;7.0;0.0;0.0;4.0
11353;1.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;4.0;0.0;0.0;4.0
11355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;5.0
11357;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11359;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11360;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;8.0;0.0;0.0;1.0
11361;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;0.0;1.0
11362;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11364;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11366;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
11367;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;5.0;0.0;0.0;2.0
11369;0.0;0.0;2.0;0.0;0.0;4.0;2.0;0.0;12.0;0.0;0.0;10.0
11370;1.0;0.0;4.0;0.0;0.0;1.0;2.0;0.0;6.0;0.0;0.0;4.0
11371;0.0;0.0;3.0;0.0;0.0;1.0;2.0;0.0;7.0;0.0;0.0;7.0
11378;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0
11379;1.0;1.0;7.0;4.0;0.0;5.0;10.0;0.0;26.0;0.0;3.0;13.0
11381;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11384;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11387;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11390;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
11391;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11393;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0
11394;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11396;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11397;1.0;3.0;6.0;0.0;0.0;6.0;10.0;2.0;15.0;0.0;0.0;6.0
11399;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
11401;0.0;0.0;0.0;2.0;0.0;1.0;2.0;1.0;4.0;0.0;0.0;3.0
11404;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0
11405;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;1.0
11407;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11410;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
11413;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
11416;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
11417;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11418;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;4.0;0.0;0.0;4.0
11421;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
11423;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11425;0.0;0.0;2.0;0.0;0.0;2.0;3.0;0.0;6.0;0.0;0.0;3.0
11426;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;2.0
11429;0.0;0.0;4.0;0.0;0.0;0.0;7.0;0.0;7.0;0.0;0.0;9.0
11430;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0
11433;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0
11434;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0
11435;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
11437;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
11438;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0
11439;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11441;0.0;0.0;4.0;0.0;0.0;1.0;5.0;0.0;13.0;0.0;0.0;6.0
12001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0
12002;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;11.0;0.0;0.0;2.0
12004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
12006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
12008;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0
12011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
12012;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
12013;1.0;0.0;2.0;0.0;0.0;3.0;4.0;0.0;1.0;0.0;0.0;4.0
12017;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12021;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;5.0;0.0;0.0;1.0
12025;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;7.0;0.0;0.0;4.0
12028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0
12029;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
12030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
12031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
12033;1.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;14.0;0.0;0.0;10.0
12037;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;1.0
12043;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
12044;1.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;8.0;0.0;0.0;9.0
12045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
12047;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12049;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
12052;3.0;0.0;4.0;0.0;0.0;4.0;7.0;0.0;12.0;0.0;0.0;9.0
12054;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12056;0.0;2.0;3.0;0.0;0.0;3.0;7.0;1.0;19.0;0.0;0.0;15.0
12057;1.0;0.0;1.0;0.0;0.0;3.0;2.0;0.0;17.0;0.0;0.0;1.0
12060;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
12062;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
12063;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;9.0;0.0;0.0;4.0
12065;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12066;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
